
1,0.9911396503448486
2,0.06752252578735352
4,0.17830157279968262
8,0.28224968910217285
16,0.6773097515106201
32,0.9571332931518555
1,0.9916558265686035
2,0.07119154930114746
4,0.15993165969848633
8,0.26157045364379883
16,0.4829432964324951
32,0.8837594985961914
1,0.9918410778045654
2,0.09690427780151367
4,0.1436455249786377
8,0.19542717933654785
16,0.39351963996887207
32,0.7823283672332764
1,0.9903738498687744
2,0.09402227401733398
4,0.12634658813476562
8,0.3195953369140625
16,0.5085370540618896
32,1.054502010345459
